sol.name	symbol	entrez	transcript
GIPR_1_01101	GIPR	2696	NM_000164.2
GIPR_2_10010	GIPR	2696	NM_000164.2
GIT2_1_00011	GIT2	9815	NM_001135214.1;NM_057169.3;NM_139201.2;NM_001135213.1;NM_014776.3;NM_057170.3
GJA1_1_01001	GJA1	2697	NM_000165.3
GJA3_1_0111	GJA3	2700	NM_021954.3
GJA4_1_1110	GJA4	2701	NM_002060.2
GJA5_1_00111	GJA5	2702	NM_005266.5;NM_181703.2
GJA9-MYCBP_1_101101010	GJA9-MYCBP	100527950	NR_037633.1;NR_037634.1;NR_037635.1;NR_037636.1;NR_037637.1
GJB1_1_01101	GJB1	2705	NM_000166.5;NM_001097642.2
GJC1_1_1100010	GJC1	10052	NM_001080383.1;NM_005497.3
GJC1_2_0001101	GJC1	10052	NM_001080383.1;NM_005497.3
GK2_1_10111	GK2	2712	NM_033214.2
GK5_1_101111	GK5	256356	NM_001039547.2;NR_033289.1
GK_1_111101	GK	2710	NM_000167.5;NM_001128127.2;NM_001205019.1;NM_203391.3
GLE1_1_00110	GLE1	2733	NM_001003722.1;NM_001499.2
GLIS1_1_11101	GLIS1	148979	NM_147193.2
GLP1R_1_0110	GLP1R	2740	NM_002062.3
GLP2R_1_10001	GLP2R	9340	NM_004246.1
GLRX2_1_10100	GLRX2	51022	NM_001243399.1;NM_016066.4;NM_197962.2
GLS2_1_10010	GLS2	27165	NM_013267.2
GLS_1_00110	GLS	2744	NM_001256310.1;NM_014905.4
GLS_2_11001	GLS	2744	NM_014905.4;NM_001256310.1;NM_001256310.1
GLT8D1_1_11100	GLT8D1	55830	NM_001010983.1;NM_018446.2;NM_152932.1
GLUD1_1_11111010111	GLUD1	2746	NM_005271.3
GLUD2_1_001110111	GLUD2	2747	NM_012084.3
GLUD2_2_110000000	GLUD2	2747	NM_012084.3
GLUL_1_11110	GLUL	2752	NM_001033044.2;NM_001033056.2;NM_002065.5
GLYCTK_1_11000	GLYCTK	132158	NM_001144951.1;NM_145262.3;NR_026699.1;NR_026701.1;NR_026702.1;NR_026700.1
GLYR1_1_11111	GLYR1	84656	NM_032569.3
GMDS_1_11100	GMDS	2762	NM_001253846.1;NM_001500.3
GMIP_1_1110	GMIP	51291	NM_016573.2
GMPR_1_01100	GMPR	2766	NM_006877.3
GMPS_1_00110	GMPS	8833	NM_003875.2
GMPS_2_11001	GMPS	8833	NM_003875.2
GNA11_1_11010	GNA11	2767	NM_002067.2
GNA13_1_11110	GNA13	10672	NM_006572.4
GNA14_1_00101	GNA14	9630	NM_004297.3
GNAI2_1_10101	GNAI2	2771	NM_001166425.1;NM_002070.2
GNAL_1_1110	GNAL	2774	NM_001142339.1;NM_002071.3;NM_182978.2
GNAQ_1_1011	GNAQ	2776	NM_002072.3
GNAT1_1_1111	GNAT1	2779	NM_000172.3;NM_144499.2
GNB1L_1_0111	GNB1L	54584	NM_053004.2
GNB4_1_1100000	GNB4	59345	NM_021629.3
GNE_1_011001	GNE	10020	NM_001128227.2;NM_001190383.1;NM_001190384.1;NM_001190388.1;NM_005476.5
GNG7_1_10011111	GNG7	2788	NM_052847.2
GNGT2_1_11111	GNGT2	2793	NM_001198754.1;NM_001198755.1;NM_001198756.1;NM_031498.2
GNPAT_1_10110	GNPAT	8443	NM_014236.3
GNPNAT1_1_111011	GNPNAT1	64841	NM_198066.3
GNPTAB_1_00111	GNPTAB	79158	NM_024312.4
GNS_1_11100	GNS	2799	NM_002076.3
GOLGA4_1_01001	GOLGA4	2803	NM_001172713.1;NM_002078.4
GOPC_1_0111	GOPC	57120	NM_001017408.2;NM_020399.3
GOT2_1_11111	GOT2	2806	NM_002080.2
GPA33_1_11100	GPA33	10223	NM_005814.1
GPBAR1_1_1111	GPBAR1	151306	NM_001077191.1;NM_001077194.1;NM_170699.2
GPM6B_1_1101	GPM6B	2824	NM_001001994.1;NM_001001995.1;NM_001001996.1;NM_005278.3
GPN3_1_00011	GPN3	51184	NM_001164372.1;NM_001164373.1;NM_016301.3
GPR107_1_10001	GPR107	57720	NM_001136557.1;NM_001136558.1;NM_020960.4
GPR110_1_111000	GPR110	266977	NM_153840.2;NM_025048.2
GPR114_1_01110	GPR114	221188	NM_153837.1
GPR116_1_11101	GPR116	221395	NM_001098518.1;NM_015234.4
GPR119_1_0000100101	GPR119	139760	NM_178471.2
GPR119_2_0010001010	GPR119	139760	NM_178471.2
GPR126_1_00111	GPR126	57211	NM_001032394.2;NM_001032395.2;NM_020455.5;NM_198569.2
GPR132_1_1110	GPR132	29933	NM_013345.2
GPR133_1_1101	GPR133	283383	NM_198827.3
GPR135_1_0011	GPR135	64582	NM_022571.5
GPR141_1_1111	GPR141	353345	NM_181791.1
GPR142_1_11000	GPR142	350383	NM_181790.1
GPR143_1_011	GPR143	4935	NM_000273.2
GPR144_1_11000	GPR144	347088	NM_001161808.1
GPR146_1_10101	GPR146	115330	NM_138445.2
GPR151_1_01001	GPR151	134391	NM_194251.2
GPR155_1_1101	GPR155	151556	NM_001033045.2;NM_152529.5
GPR15_1_10111	GPR15	2838	NM_005290.1
GPR160_1_1111	GPR160	26996	NM_014373.2
GPR162_1_11	GPR162	27239	NM_019858.1;NM_014449.1
GPR174_1_10001	GPR174	84636	NM_032553.1
GPR182_1_0111	GPR182	11318	NM_007264.3
GPR183_1_01101	GPR183	1880	NM_004951.4
GPR183_2_10010	GPR183	1880	NM_004951.4
GPR19_1_00111	GPR19	2842	NM_006143.2
GPR22_1_11111	GPR22	2845	NM_005295.2
GPR27_1_1111	GPR27	2850	NM_018971.1
GPR31_1_00110	GPR31	2853	NM_005299.2
GPR32_1_1011	GPR32	2854	NM_001506.1
GPR35_1_10011	GPR35	2859	NM_001195381.1;NM_001195382.1;NM_005301.3
GPR65_1_011010	GPR65	8477	NM_003608.3
GPR75_1_10011	GPR75	10936	NM_006794.3
GPR78_1_1101	GPR78	27201	NM_080819.4;NR_045511.2
GPR83_1_00011	GPR83	10888	NM_016540.3
GPRC5C_1_110	GPRC5C	55890	NM_018653.3;NM_022036.2
GPS1_1_11110	GPS1	2873	NM_004127.4;NM_212492.1
GPSM1_1_01110	GPSM1	26086	NM_001145638.1;NM_015597.4;NM_001145639.1;NM_001200003.1
GPX1_1_1100	GPX1	2876	NM_000581.2;NM_201397.1
GPX3_1_11110	GPX3	2878	NM_002084.3
GPX4_1_0111	GPX4	2879	NM_001039847.1;NM_001039848.1;NM_002085.3
GPX5_1_11100	GPX5	2880	NM_001509.2;NM_003996.3
GPX6_1_11111	GPX6	257202	NM_182701.1
GRAP2_1_00011	GRAP2	9402	NM_004810.2
GRAP2_2_11100	GRAP2	9402	NM_004810.2
GRAP_1_11111	GRAP	10750	NM_006613.3
GRASP_1_01101	GRASP	160622	NM_181711.2
GRB10_1_10111	GRB10	2887	NM_001001549.2;NM_001001550.2;NM_001001555.2;NM_005311.4
GRB2_1_100111	GRB2	2885	NM_002086.4;NM_203506.2
GRB2_2_011000	GRB2	2885	NM_002086.4;NM_203506.2
GREB1_1_00110	GREB1	9687	NM_014668.3
GRHL2_1_10001	GRHL2	79977	NM_024915.3
GRIA2_1_11011	GRIA2	2891	NM_000826.3;NM_001083619.1;NM_001083620.1
GRIA4_1_1110	GRIA4	2893	NM_000829.3;NM_001077243.2;NR_046356.1;NM_001077244.1;NM_001112812.1
GRIK3_1_00101	GRIK3	2899	NM_000831.3
GRIN1_1_11000	GRIN1	2902	NM_000832.6;NM_001185090.1;NM_001185091.1;NM_007327.3;NM_021569.3
GRIN2A_1_10011	GRIN2A	2903	NM_000833.3;NM_001134407.1;NM_001134408.1;NM_001134408.1
GRIN2B_1_10011	GRIN2B	2904	NM_000834.3
GRIN3A_1_11000	GRIN3A	116443	NM_133445.2
GRINA_1_01011	GRINA	2907	NM_000837.1;NM_001009184.1
GRK1_1_111	GRK1	6011	NM_002929.2
GRK4_1_1001	GRK4	2868	NM_001004056.1;NM_001004057.1;NM_182982.2
GRK5_1_1111	GRK5	2869	NM_005308.2
GRK7_1_101	GRK7	131890	NM_139209.2
GRM5_1_101	GRM5	2915	NM_000842.3;NM_001143831.2
GRM6_1_111000	GRM6	2916	NM_000843.3
GRM8_1_111	GRM8	2918	NM_000845.2;NM_001127323.1;NR_028041.1
GRSF1_1_11111	GRSF1	2926	NM_001098477.1;NM_002092.3
GSC_1_0111	GSC	145258	NM_173849.2
GSG2_1_00110	GSG2	83903	NM_031965.2
GSK3A_1_0110010101	GSK3A	2931	NM_019884.2
GSK3A_2_0000101000	GSK3A	2931	NM_019884.2
GSK3A_3_1001000010	GSK3A	2931	NM_019884.2
GSK3B_1_11011111	GSK3B	2932	NM_001146156.1;NM_002093.3
GSR_1_10111	GSR	2936	NM_000637.3;NM_001195102.1;NM_001195103.1;NM_001195104.1
GSS_1_10111	GSS	2937	NM_000178.2
GSTP1_1_1010	GSTP1	2950	NM_000852.3
GTF2A1L_1_001110	GTF2A1L	11036	NM_006872.3;NM_001193487.1;NM_001193487.1
GTF2A1_1_111011	GTF2A1	2957	NM_015859.2;NM_201595.1
GTF2A2_1_1111	GTF2A2	2958	NM_004492.2
GTF2F1_1_01110	GTF2F1	2962	NM_002096.2
GTF2H2B_1_10001	GTF2H2B	653238	NR_033417.1
GTF2H2C_1_10001	GTF2H2C	728340	NM_001098728.1
GTF2H2D_1_10001	GTF2H2D	730394	NM_001042490.3
GTF2H2_1_10001	GTF2H2	2966	NM_001515.3
GTF2H5_1_11000010	GTF2H5	404672	NM_207118.2
GTF2IRD1_1_001011	GTF2IRD1	9569	NM_001199207.1;NM_005685.3;NM_016328.2
GTF2IRD2B_1_0111	GTF2IRD2B	389524	NM_001003795.2
GTF2IRD2P1_1_0111	GTF2IRD2P1	401375	NR_002164.1
GTF2IRD2_1_00111	GTF2IRD2	84163	NM_173537.2
GTF2I_1_100001	GTF2I	2969	NM_001163636.1;NM_001518.3;NM_032999.2;NM_033000.2;NM_033001.2
GTF3A_1_00101	GTF3A	2971	NM_002097.2
GTF3C1_1_01111	GTF3C1	2975	NM_001520.3
GTF3C3_1_11100	GTF3C3	9330	NM_012086.4
GTF3C4_1_0101	GTF3C4	9329	NM_012204.2
GTPBP1_1_1101	GTPBP1	9567	NM_004286.4
GTPBP3_1_1010	GTPBP3	84705	NM_001128855.2;NM_001195422.1;NM_032620.3;NM_133644.3
GTPBP4_1_11111	GTPBP4	23560	NM_012341.2
GTPBP5_1_11101	GTPBP5	26164	NM_015666.3
GTSE1_1_0110	GTSE1	51512	NM_016426.6
GUCA1A_1_11101	GUCA1A	2978	NM_000409.3
GUCA2A_1_1111	GUCA2A	2980	NM_033553.2
GUCY1A2_1_01010	GUCY1A2	2977	NM_000855.2;NM_001256424.1
GUCY1B2_1_1110	GUCY1B2	2974	NR_003923.2
GUCY2C_1_01110	GUCY2C	2984	NM_004963.3
GUCY2F_1_11111	GUCY2F	2986	NM_001522.2
GUK1_1_01111	GUK1	2987	NM_000858.5;NM_001159390.1;NM_001159391.1;NM_001242839.1;NM_001242840.1;NM_001242840.1;NM_001242840.1
GUSBP1_1_1100110	GUSBP1	728411	NR_027028.2
GUSBP2_1_011110110	GUSBP2	387036	NR_003504.3
GUSBP3_1_011110110	GUSBP3	653188	NR_027386.1
GUSBP4_1_1110110	GUSBP4	375513	NR_003660.2
GUSBP9_1_011110110	GUSBP9	100049076	NR_033968.1
GVINP1_1_01001	GVINP1	387751	NR_003945.1
GYLTL1B_1_01001	GYLTL1B	120071	NM_152312.3
GYS1_1_1111	GYS1	2997	NM_002103.4;NM_001161587.1;NR_027763.1;NM_001161587.1;NR_027763.1;NM_001161587.1;NR_027763.1
GYS2_1_00111	GYS2	2998	NM_021957.3
GZMH_1_01001	GZMH	2999	NM_033423.3
GZMM_1_1111	GZMM	3004	NM_005317.2
H1FNT_1_1111	H1FNT	341567	NM_181788.1
H1FOO_1_11001	H1FOO	132243	NM_153833.1
H1FOO_2_00110	H1FOO	132243	NM_153833.1
H1FX_1_00111	H1FX	8971	NM_006026.3
H2AFB1_1_1011010011	H2AFB1	474382	NM_001017990.1
H2AFB2_1_101110011	H2AFB2	474381	NM_001017991.1
H2AFB3_1_1011010011	H2AFB3	83740	NM_080720.1
H2AFJ_1_1111110	H2AFJ	55766	NM_177925.2;NR_027716.1
H2AFX_1_01101	H2AFX	3014	NM_002105.2
H2AFZ_1_11110	H2AFZ	3015	NM_002106.3
H2BFM_1_00011	H2BFM	286436	NM_001164416.1
H3F3C_1_1111101	H3F3C	440093	NM_001013699.2
HAAO_1_01101	HAAO	23498	NM_012205.2
HABP2_1_10101	HABP2	3026	NM_001177660.1;NM_004132.3
HACL1_1_10110	HACL1	26061	NM_012260.2
HADHB_1_11010	HADHB	3032	NM_000183.2
HAL_1_0111	HAL	3034	NM_002108.2
HAND2_1_10101	HAND2	9464	NM_021973.2
HAND2_2_01010	HAND2	9464	NM_021973.2
HARS2_1_01100	HARS2	23438	NM_012208.2
HARS_1_01010	HARS	3035	NM_002109.3
HARS_2_10101	HARS	3035	NM_002109.3
HAS1_1_0110	HAS1	3036	NM_001523.2
HAUS1_1_110	HAUS1	115106	NM_138443.3;NR_026978.1
HBA1_1_1110011	HBA1	3039	NM_000558.3
HBA2_1_1110011	HBA2	3040	NM_000517.4
HBD_1_11011	HBD	3045	NM_000519.3
HBE1_1_11111	HBE1	3046	NM_005330.3
HBG1_1_00001100	HBG1	3047	NM_000559.2
HBG1_2_11100010	HBG1	3047	NM_000559.2
HCAR1_1_0101	HCAR1	27198	NM_032554.3
HCAR2_1_1111111	HCAR2	338442	NM_177551.3
HCCS_1_11000	HCCS	3052	NM_001122608.2;NM_001171991.2;NM_005333.4
HCFC2_1_11111	HCFC2	29915	NM_013320.2
HCK_1_1111	HCK	3055	NM_001172129.1;NM_001172130.1;NM_001172131.1;NM_001172132.1;NM_001172133.1;NM_002110.3
HCN1_1_11010	HCN1	348980	NM_021072.3
HCN3_1_01110	HCN3	57657	NM_020897.1
HCRTR2_1_11	HCRTR2	3062	NM_001526.3
HDAC10_1_111	HDAC10	83933	NM_001159286.1;NM_032019.5
HDAC1_1_10011	HDAC1	3065	NM_004964.2
HDAC7_1_11111	HDAC7	51564	NM_001098416.2;NM_015401.3
HDAC8_1_1110	HDAC8	55869	NM_001166419.1;NM_001166420.1;NM_001166422.1;NM_018486.2;NM_001166418.1;NM_001166448.1;NM_001166418.1;NM_001166448.1
HDGFRP3_1_1110	HDGFRP3	50810	NM_016073.2
HECTD1_1_11111	HECTD1	25831	NM_015382.2
HECTD2_1_11111	HECTD2	143279	NM_173497.2;NM_182765.3
HECW2_1_11010	HECW2	57520	NM_020760.1
HELLS_1_10011	HELLS	3070	NM_018063.3
HEMK1_1_10010	HEMK1	51409	NM_016173.3
HERC1_1_0110	HERC1	8925	NM_003922.3
HES4_1_1010	HES4	57801	NM_021170.3;NM_001142467.1
HES6_1_10011	HES6	55502	NM_001142853.1;NM_018645.4
HESX1_1_1101	HESX1	8820	NM_003865.2
HEXDC-IT1_1_11	HEXDC-IT1	100505970	XM_003118729.1;XM_003403693.1
HEY2_1_10111	HEY2	23493	NM_012259.2
HGS_1_0101	HGS	9146	NM_004712.4
HHAT_1_01110	HHAT	55733	NM_001122834.2;NM_001170564.1;NM_001170580.1;NM_001170587.1;NM_001170588.1;NM_018194.4
HHEX_1_11100	HHEX	3087	NM_002729.4
HIATL1_1_0011	HIATL1	84641	NM_032558.2
HIBADH_1_01001	HIBADH	11112	NM_152740.3
HIBCH_1_11110	HIBCH	26275	NM_014362.3;NM_198047.2
HIC1_1_01111	HIC1	3090	NM_001098202.1;NM_006497.3
HIF1A_1_1110	HIF1A	3091	NM_001243084.1;NM_001530.3;NM_181054.2
HILS1_1_10001	HILS1	373861	NR_024192.1;NR_024193.1
HIPK1_1_01011	HIPK1	204851	NM_152696.3;NM_181358.2;NM_198268.2;NM_198269.2
HIPK4_1_01010	HIPK4	147746	NM_144685.3
HIST1H1C_1_10010	HIST1H1C	3006	NM_005319.3
HIST1H1C_2_00101	HIST1H1C	3006	NM_005319.3
HIST1H2AB_1_110010	HIST1H2AB	8335	NM_003513.2
HIST1H2AC_1_111111	HIST1H2AC	8334	NM_003512.3
HIST1H2AD_1_11011100	HIST1H2AD	3013	NM_021065.2
HIST1H2AE_1_111111	HIST1H2AE	3012	NM_021052.2
HIST1H2AG_1_0110110	HIST1H2AG	8969	NM_021064.4
HIST1H2AH_1_11010	HIST1H2AH	85235	NM_080596.1
HIST1H2AI_1_1110	HIST1H2AI	8329	NM_003509.2
HIST1H2AK_1_010100100	HIST1H2AK	8330	NM_003510.2
HIST1H2AK_2_101011000	HIST1H2AK	8330	NM_003510.2
HIST1H2AL_1_0110	HIST1H2AL	8332	NM_003511.2
HIST1H2AM_1_0010100	HIST1H2AM	8336	NM_003514.2
HIST1H2BB_1_101011111	HIST1H2BB	3018	NM_021062.2
HIST1H2BD_1_1111011	HIST1H2BD	3017	NM_021063.3;NM_138720.2
HIST1H2BJ_1_001011	HIST1H2BJ	8970	NM_021058.3
HIST1H2BJ_2_110100	HIST1H2BJ	8970	NM_021058.3
HIST1H2BL_1_10111	HIST1H2BL	8340	NM_003519.3
HIST1H2BM_1_11001	HIST1H2BM	8342	NM_003521.2
HIST1H3A_1_1110	HIST1H3A	8350	NM_003529.2
HIST1H3D_1_0111111100	HIST1H3D	8351	NM_003530.3
HIST1H3F_1_01111	HIST1H3F	8968	NM_021018.2
HIST1H3G_1_0111	HIST1H3G	8355	NM_003534.2
HIST1H3H_1_1111	HIST1H3H	8357	NM_003536.2
HIST1H3I_1_01110	HIST1H3I	8354	NM_003533.2
HIST1H4E_1_0111101	HIST1H4E	8367	NM_003545.3
HIST1H4I_1_1101010	HIST1H4I	8294	NM_003495.2
HIST1H4J_1_11101111	HIST1H4J	8363	NM_021968.3
HIST1H4K_1_11101111	HIST1H4K	8362	NM_003541.2
HIST1H4L_1_011	HIST1H4L	8368	NM_003546.2
HIST2H2AA3_1_11100100	HIST2H2AA3	8337	NM_003516.2
HIST2H2AA4_1_11100100	HIST2H2AA4	723790	NM_001040874.1
HIST2H2AC_1_111101010	HIST2H2AC	8338	NM_003517.2
HIST2H2BA_1_1111	HIST2H2BA	337875	NR_027337.1
HIST2H2BF_1_11111	HIST2H2BF	440689	NM_001024599.3;NM_001161334.1
HIST2H4A_1_11111	HIST2H4A	8370	NM_003548.2
HIST2H4B_1_11111	HIST2H4B	554313	NM_001034077.4
HIST3H2A_1_01111110	HIST3H2A	92815	NM_033445.2
HIST3H3_1_11001	HIST3H3	8290	NM_003493.2
HIST3H3_2_00110	HIST3H3	8290	NM_003493.2
HIST4H4_1_101	HIST4H4	121504	NM_175054.2
HIVEP1_1_1110	HIVEP1	3096	NM_002114.2
HK2_1_1110	HK2	3099	NM_000189.4
HK3_1_11111	HK3	3101	NM_002115.2
HLA-A_1_0011000	HLA-A	3105	NM_001242758.1;NM_002116.7
HLA-B_1_00011000	HLA-B	3106	NM_005514.6
HLA-C_1_01100000	HLA-C	3107	NM_001243042.1;NM_002117.5
HLA-C_2_10011111	HLA-C	3107	NM_001243042.1;NM_002117.5
HLA-DMB_1_1111	HLA-DMB	3109	NM_002118.4
HLA-DPA1_1_1110	HLA-DPA1	3113	NM_001242524.1;NM_001242525.1;NM_033554.3
HLA-DQA1_1_11010	HLA-DQA1	3117	NM_002122.3
HLA-DQB2_1_11010	HLA-DQB2	3120	NM_001198858.1
HLA-DRB1_1_1011	HLA-DRB1	3123	NM_001243965.1;NM_002124.3
HLA-DRB3_1_111010	HLA-DRB3	3125	NM_022555.3
HLA-DRB3_2_000101	HLA-DRB3	3125	NM_022555.3
HLA-DRB4_1_0010101	HLA-DRB4	3126	NM_021983.4
HLA-DRB4_2_0101010	HLA-DRB4	3126	NM_021983.4
HLA-DRB5_1_001011	HLA-DRB5	3127	NM_002125.3
HLA-DRB6_1_001010	HLA-DRB6	3128	NR_001298.1
HLA-DRB6_2_110100	HLA-DRB6	3128	NR_001298.1
HLA-E_1_011111	HLA-E	3133	NM_005516.5
HLA-G_1_01100000	HLA-G	3135	NM_002127.5
HLA-H_1_011	HLA-H	3136	NR_001434.2
HLA-J_1_11	HLA-J	3137	NR_024240.1
HLX_1_01011	HLX	3142	NM_021958.3
HMGB1_1_10110	HMGB1	3146	NM_002128.4
HMGB2_1_01110	HMGB2	3148	NM_001130688.1;NM_001130689.1;NM_002129.3
HMGCS1_1_1101	HMGCS1	3157	NM_001098272.1;NM_002130.6
HMGCS2_1_00110	HMGCS2	3158	NM_001166107.1;NM_005518.3
HMGN1_1_1110	HMGN1	3150	NM_004965.6
HMGN2_1_111111	HMGN2	3151	NM_005517.3
HMGXB4_1_00011	HMGXB4	10042	NM_001003681.2;NR_027780.1
HMGXB4_2_11100	HMGXB4	10042	NM_001003681.2;NR_027780.1
HMMR_1_10100	HMMR	3161	NM_001142556.1;NM_001142557.1;NM_012484.2;NM_012485.2
HMOX2_1_1111	HMOX2	3163	NM_001127204.1;NM_001127205.1;NM_001127206.1;NM_002134.3
HMSD_1_10101	HMSD	284293	NM_001123366.1
HNF1A_1_1011	HNF1A	6927	NM_000545.5
HNF1B_1_01101	HNF1B	6928	NM_000458.2;NM_001165923.1
HNF4G_1_01010	HNF4G	3174	NM_004133.4
HNMT_1_1101	HNMT	3176	NM_001024075.1;NM_006895.2
HNRNPA0_1_1100	HNRNPA0	10949	NM_006805.3
HNRNPA1L2_1_101	HNRNPA1L2	144983	NM_001011724.1;NM_001011725.1
HNRNPA1P10_1_1111	HNRNPA1P10	664709	NR_002944.2
HNRNPA1_1_11101	HNRNPA1	3178	NM_002136.2;NM_031157.2
HNRNPA2B1_1_1101	HNRNPA2B1	3181	NM_002137.3;NM_031243.2
HNRNPA3P1_1_0111111011	HNRNPA3P1	10151	NR_002726.2
HNRNPA3_1_0111101001	HNRNPA3	220988	NM_194247.2
HNRNPAB_1_11101	HNRNPAB	3182	NM_004499.3;NM_031266.2
HNRNPC_1_1110	HNRNPC	3183	NM_001077442.1;NM_001077443.1;NM_004500.3;NM_031314.2
HNRNPH1_1_1111	HNRNPH1	3187	NM_005520.2
HNRNPH2_1_1101	HNRNPH2	3188	NM_001032393.2;NM_019597.4
HNRNPH3_1_1101	HNRNPH3	3189	NM_012207.2;NM_021644.3
HNRNPK_1_101	HNRNPK	3190	NM_002140.3;NM_031262.2;NM_031263.2
HNRNPL_1_111	HNRNPL	3191	NM_001005335.1;NM_001533.2
HNRNPM_1_11110	HNRNPM	4670	NM_005968.4;NM_031203.3
HNRNPR_1_00111	HNRNPR	10236	NM_001102398.1;NM_005826.3;NM_001102397.1;NM_001102399.1;NM_001102397.1;NM_001102399.1
HNRNPU_1_11111	HNRNPU	3192	NM_004501.3;NM_031844.2
HNRPLL_1_01101	HNRPLL	92906	NM_001142650.1;NM_138394.3
HOMER2_1_11111	HOMER2	9455	NM_199330.2;NM_004839.3;NM_004839.3;NM_004839.3;NM_004839.3
HOMEZ_1_11011	HOMEZ	57594	NM_020834.2
HOXA10_1_10100	HOXA10	3206	NM_018951.3;NR_037939.1
HOXA13_1_11100	HOXA13	3209	NM_000522.4
HOXA4_1_00110	HOXA4	3201	NM_002141.4
HOXA6_1_1001	HOXA6	3203	NM_024014.3
HOXA9_1_111	HOXA9	3205	NM_152739.3
HOXB4_1_11111	HOXB4	3214	NM_024015.4
HOXB6_1_111	HOXB6	3216	NM_018952.4
HOXB8_1_01111	HOXB8	3218	NM_024016.3
HOXC10_1_0110	HOXC10	3226	NM_017409.3
HOXC11_1_11101	HOXC11	3227	NM_014212.3
HOXC13_1_1001	HOXC13	3229	NM_017410.2
HOXC5_1_01111	HOXC5	3222	NM_018953.2;NR_003084.1
HOXC8_1_10001	HOXC8	3224	NM_022658.3
HOXD11_1_0101	HOXD11	3237	NM_021192.2
HOXD13_1_1111	HOXD13	3239	NM_000523.3
HPCAL1_1_1111	HPCAL1	3241	NM_002149.2;NM_134421.1
HPCA_1_01110	HPCA	3208	NM_002143.2
HPD_1_00011	HPD	3242	NM_001171993.1;NM_002150.2
HPGDS_1_0101	HPGDS	27306	NM_014485.2
HPR_1_100011	HPR	3250	NM_020995.3
HPS6_1_11111	HPS6	79803	NM_024747.5
HRASLS_1_1001	HRASLS	57110	NM_020386.3
HRAS_1_110111101	HRAS	3265	NM_001130442.1;NM_005343.2;NM_176795.3
HRG_1_00101	HRG	3273	NM_000412.2
HRH2_1_1001	HRH2	3274	NM_001131055.1;NM_022304.2
HRK_1_111	HRK	8739	NM_003806.1
HS3ST3B1_1_01011	HS3ST3B1	9953	NM_006041.1
HS3ST5_1_11111	HS3ST5	222537	NM_153612.3
HS6ST1_1_111101	HS6ST1	9394	NM_004807.2
HS6ST2_1_01011	HS6ST2	90161	NM_001077188.1;NM_147175.3
HS6ST3_1_10001	HS6ST3	266722	NM_153456.3
HSCB_1_11	HSCB	150274	NM_172002.3
HSD11B1L_1_0101	HSD11B1L	374875	NM_198705.1;NM_198706.1;NM_198707.1;NM_198708.1;NM_198533.1;NM_198704.1
HSD11B2_1_11111	HSD11B2	3291	NM_000196.3
HSD17B10_1_11111	HSD17B10	3028	NM_001037811.2;NM_004493.2
HSD17B11_1_00111	HSD17B11	51170	NM_016245.3
HSD17B12_1_0110	HSD17B12	51144	NM_016142.2
HSD17B14_1_10011	HSD17B14	51171	NM_016246.2
HSD17B1_1_1111	HSD17B1	3292	NM_000413.2
HSD17B2_1_11111	HSD17B2	3294	NM_002153.2
HSD3BP4_1_110111	HSD3BP4	128102	NR_033781.1
HSDL1_1_011010	HSDL1	83693	NM_001146051.1;NM_031463.4
HSDL2_1_00111	HSDL2	84263	NM_001195822.1;NM_032303.4;NR_036651.1;NR_036651.1
HSF1_1_111	HSF1	3297	NM_005526.2
HSP90B1_1_0111	HSP90B1	7184	NM_003299.1
HSPA14_1_01100	HSPA14	51182	NM_016299.2
HSPA1A_1_011110	HSPA1A	3303	NM_005345.5
HSPA1B_1_1011111	HSPA1B	3304	NM_005346.4
HSPA2_1_01001	HSPA2	3306	NM_021979.3
HSPA4_1_01101	HSPA4	3308	NM_002154.3
HSPA8_1_11011	HSPA8	3312	NM_006597.4;NM_153201.2
HSPA9_1_01011	HSPA9	3313	NM_004134.6
HSPA9_2_10100	HSPA9	3313	NM_004134.6
HSPD1_1_11111	HSPD1	3329	NM_002156.4;NM_199440.1
HSPE1-MOB4_1_10011100	HSPE1-MOB4	100529241	NM_001202485.1
HSPE1-MOB4_2_00100011	HSPE1-MOB4	100529241	NM_001202485.1
HTR1D_1_11001	HTR1D	3352	NM_000864.4
HTR1E_1_1010	HTR1E	3354	NM_000865.2
HTR2B_1_00110	HTR2B	3357	NM_000867.4
HTR2C_1_11111	HTR2C	3358	NM_000868.2;NM_001256760.1;NM_001256761.1
HTR4_1_1111	HTR4	3360	NM_000870.5;NM_001040169.2;NM_001040172.2;NM_001040173.2;NM_199453.3
HTR6_1_0111	HTR6	3362	NM_000871.1
HTR7_1_0011	HTR7	3363	NM_000872.4;NM_019859.3;NM_019860.3
HTRA4_1_111	HTRA4	203100	NM_153692.3
HTT_1_00111	HTT	3064	NM_002111.6
HUNK_1_0110101	HUNK	30811	NM_014586.1
HUWE1_1_11101	HUWE1	10075	NM_031407.4
HYAL1_1_00110	HYAL1	3373	NM_007312.3;NM_033159.2;NM_153281.1;NM_153282.1;NM_153283.1;NM_153285.1
HYLS1_1_1110	HYLS1	219844	NM_001134793.1;NM_145014.2
HYOU1_1_10110	HYOU1	10525	NM_001130991.1;NM_006389.3
IARS2_1_00011	IARS2	55699	NM_018060.3
IARS_1_11111	IARS	3376	NM_002161.4;NM_013417.2
ICAM4_1_001110	ICAM4	3386	NM_001544.4;NM_022377.3;NM_001039132.2;NM_001039132.2
