Driver	Target	wilcox.p	Histotype	PMID
EGFR_1956_ENSG00000146648	CALM3_ENSG00000160014	0.185314685	LUNG	
PIK3CA_5290_ENSG00000121879	CKMT1B_ENSG00000237289	0.123906693	BREAST	
ARID1A_8289_ENSG00000117713	STYK1_ENSG00000060140	0.214285714	OVARY	
ERBB2_2064_ENSG00000141736	PAK3_ENSG00000077264	0.128310974	BREAST	
GNAS_2778_ENSG00000087460	SCYL3_ENSG00000000457	0.113238735	BREAST	
PIK3CA_5290_ENSG00000121879	LMTK3_ENSG00000142235	0.137140637	BREAST	
ARID1A_8289_ENSG00000117713	TP53RK_ENSG00000172315	0.121960945	BREAST	
MYC_4609_ENSG00000136997	RFK_ENSG00000135002	0.171428571	LUNG	
KRAS_3845_ENSG00000133703	GCK_ENSG00000106633	0.167832168	LUNG	
EGFR_1956_ENSG00000146648	SIK3_ENSG00000160584	0.198362222	LUNG	
ERBB2_2064_ENSG00000141736	PFKFB4_ENSG00000114268	0.129408814	BREAST	
CDKN2A_1029_ENSG00000147889	DLG4_ENSG00000132535	0.248484848	OESOPHAGUS	
CCND1_595_ENSG00000110092	LMTK3_ENSG00000142235	0.23030303	OSTEOSARCOMA	
ARID1A_8289_ENSG00000117713	PRKAB2_ENSG00000131791	0.144820292	BREAST	
ARID1A_8289_ENSG00000117713	PKM_ENSG00000067225	0.144820292	BREAST	
PIK3CA_5290_ENSG00000121879	PDGFRB_ENSG00000113721	0.16406675	BREAST	
KRAS_3845_ENSG00000133703	FRK_ENSG00000111816	0.192496773	LUNG	
EGFR_1956_ENSG00000146648	HSPB8_ENSG00000152137	0.22312377	LUNG	
PIK3CA_5290_ENSG00000121879	CAMKV_ENSG00000164076	0.234265734	LUNG	
PIK3CA_5290_ENSG00000121879	TTK_ENSG00000112742	0.234265734	LUNG	
PIK3CA_5290_ENSG00000121879	NADK_ENSG00000008130	0.18192102	BREAST	
PIK3CA_5290_ENSG00000121879	PKM_ENSG00000067225	0.234265734	LUNG	
PIK3CA_5290_ENSG00000121879	TTBK2_ENSG00000128881	0.234265734	LUNG	
PIK3CA_5290_ENSG00000121879	STK19_ENSG00000206342	0.234265734	LUNG	
ERBB2_2064_ENSG00000141736	PRPS1_ENSG00000147224	0.151149934	BREAST	
CCND1_595_ENSG00000110092	PGK1_ENSG00000102144	0.165391547	BREAST	
ERBB2_2064_ENSG00000141736	MAPKAPK3_ENSG00000114738	0.263636364	OESOPHAGUS	
TP53_7157_ENSG00000141510	FRK_ENSG00000111816	0.263636364	BREAST	
CDKN2A_1029_ENSG00000147889	CSNK2B_ENSG00000224774	0.263636364	OVARY	
PIK3CA_5290_ENSG00000121879	MAP4K5_ENSG00000012983	0.179967092	BREAST	
CDKN2A_1029_ENSG00000147889	BCKDK_ENSG00000103507	0.224175824	LUNG	
ARID1A_8289_ENSG00000117713	ETNK2_ENSG00000143845	0.268398268	OVARY	
ARID1A_8289_ENSG00000117713	RPS6KA1_ENSG00000117676	0.170199262	BREAST	
GNAS_2778_ENSG00000087460	PGK1_ENSG00000102144	0.170290129	BREAST	
ARID1A_8289_ENSG00000117713	PKN2_ENSG00000065243	0.178947368	BREAST	
STK11_6794_ENSG00000118046	PLK4_ENSG00000142731	0.212784786	LUNG	
SMARCA4_6597_ENSG00000127616	PACSIN1_ENSG00000124507	0.251748252	LUNG	
NOTCH2_4853_ENSG00000134250	TNK2_ENSG00000061938	0.260554991	OSTEOSARCOMA	
EGFR_1956_ENSG00000146648	NEK1_ENSG00000137601	0.286713287	LUNG	
ERBB2_2064_ENSG00000141736	GCK_ENSG00000106633	0.235091405	BREAST	
ARID1A_8289_ENSG00000117713	WNK3_ENSG00000196632	0.331168831	OVARY	
PTEN_5728_ENSG00000171862	TAF1_ENSG00000147133	0.241465605	BREAST	
ARID1A_8289_ENSG00000117713	STK17A_ENSG00000164543	0.262601309	BREAST	
CCND1_595_ENSG00000110092	BUB1B_ENSG00000156970	0.326212732	BREAST	
CCND1_595_ENSG00000110092	TTK_ENSG00000112742	0.440356338	BREAST	
